592,388,46,50,0,0,0,0
510,293,15,24,0,0,0,0
481,250,26,28,0,0,0,0
459,275,27,19,0,0,0,0
572,384,17,24,1,6,0,0
481,400,15,22,1,9,0,0
528,350,14,22,1,6,0,1
588,460,37,19,1,6,0,1
576,449,36,15,1,6,0,1
660,548,38,19,1,6,0,1
678,571,26,26,1,4,0,0
474,435,9,12,1,4,0,0
476,423,11,11,1,4,0,0
497,369,13,7,1,4,0,0
579,376,7,7,1,4,0,0
665,402,18,10,1,4,0,1
630,353,16,5,1,4,0,1
630,350,16,7,1,4,0,1
590,356,19,10,1,5,0,1
570,360,14,6,1,5,0,1
568,370,7,10,1,5,0,0
651,372,8,9,1,5,0,0
671,369,13,8,1,4,0,1
691,426,10,14,0,0,0,0
508,439,9,14,0,0,0,0
556,461,17,16,0,11,0,0
646,501,15,22,0,11,0,0
291,511,67,61,0,11,0,0
0,698,28,48,1,5,1,0
110,421,64,45,0,11,0,0
308,401,70,27,0,0,0,0
151,443,26,7,1,4,0,1
157,448,24,9,1,4,0,1
242,483,19,17,1,4,0,1
223,440,31,31,0,0,0,0
252,407,11,12,0,0,0,0
178,484,14,17,1,4,0,0
49,435,27,15,1,5,0,1
416,430,17,18,1,6,0,1
753,901,76,48,1,4,0,0
744,857,73,54,1,4,0,0
735,754,57,34,1,4,0,0
744,717,61,30,1,6,0,0
736,700,59,25,1,6,0,1
783,598,38,20,1,4,0,1
800,619,34,20,1,4,0,1
812,629,35,20,1,4,0,1
996,905,60,65,1,4,0,1
956,941,66,78,1,4,0,1
538,316,36,26,0,0,0,0
860,854,12,27,1,1,0,0
881,821,10,22,1,1,0,0
957,827,19,15,1,10,0,0
