474,12,66,94,1,4,0,0
651,1,43,77,1,4,1,0
458,106,47,105,1,4,0,0
458,232,46,110,1,4,0,0
443,377,53,105,1,4,0,0
443,513,53,115,1,5,0,0
429,744,56,119,1,4,0,0
646,722,51,118,1,4,0,0
778,686,50,115,1,4,0,0
882,877,34,17,1,10,0,0
891,861,33,20,1,10,0,0
884,789,30,24,1,10,0,1
876,772,40,17,1,10,0,0
883,754,36,14,1,10,0,0
877,731,37,21,1,10,0,1
653,592,48,111,1,4,0,0
647,464,50,110,1,5,0,0
784,434,42,98,1,5,0,0
728,330,92,90,1,5,0,0
751,218,48,97,1,5,0,1
884,247,19,46,1,10,0,0
937,15,38,24,1,10,0,1
850,103,15,27,1,1,0,0
578,307,44,123,1,4,0,0
652,231,47,108,1,4,0,1
701,150,100,78,1,4,0,1
651,116,48,96,1,4,0,1
707,47,99,59,1,4,0,1
707,39,34,14,1,3,0,0
708,26,35,19,1,3,0,1
766,0,70,35,1,5,1,0
651,1014,45,35,1,4,1,0
