653,27,268,47,0,0,0,0
316,246,47,100,1,1,0,0
339,196,34,74,1,1,0,0
441,177,31,62,1,1,0,0
656,182,17,27,1,2,0,0
551,154,13,34,1,2,0,0
540,147,25,44,1,2,0,1
547,166,14,30,1,10,0,2
597,151,24,47,1,2,0,1
604,166,14,35,1,10,0,1
629,137,17,47,1,2,0,1
618,158,37,31,1,10,0,0
647,110,12,22,1,2,0,1
647,105,15,24,1,2,0,1
698,89,13,27,1,1,0,0
746,125,16,20,1,2,0,0
711,116,17,31,1,10,0,0
651,75,33,23,1,8,0,0
770,156,17,39,1,1,0,0
783,160,14,35,1,1,0,1
788,156,15,35,1,1,0,1
659,129,14,34,1,1,0,1
649,142,16,33,1,2,0,1
643,159,26,24,1,10,0,1
684,130,30,25,1,10,0,1
675,136,31,27,1,10,0,1
719,91,10,26,1,1,0,0
710,89,12,27,1,1,0,2
774,105,11,29,1,1,0,0
736,97,10,26,1,1,0,0
734,98,8,25,1,1,0,1
787,79,8,19,1,1,0,0
773,77,11,22,1,1,0,0
786,138,9,21,1,1,0,0
801,133,9,27,1,1,0,0
821,152,14,28,1,1,0,1
795,117,14,18,1,2,0,0
810,121,10,21,1,1,0,0
812,138,10,23,1,1,0,0
832,125,12,28,1,1,0,0
821,125,10,21,1,1,0,0
820,110,11,23,1,1,0,1
831,105,9,19,1,1,0,0
841,101,9,20,1,1,0,0
614,97,21,24,1,10,0,1
593,104,29,22,1,10,0,2
748,141,20,26,1,2,0,0
