695,621,56,91,1,4,0,0
830,479,57,78,1,4,0,0
817,404,54,68,1,4,0,0
799,349,54,57,1,4,0,0
433,482,118,69,1,4,0,0
457,429,97,61,1,4,0,0
520,387,82,63,1,4,0,0
477,350,95,41,1,4,0,0
526,266,73,40,1,4,0,0
569,150,34,34,1,4,0,0
620,116,23,28,1,4,0,0
693,95,21,21,1,4,0,0
741,98,19,17,1,4,0,0
787,231,30,30,1,4,0,0
779,197,33,32,1,4,0,0
775,168,25,32,1,4,0,0
761,135,23,26,1,4,0,0
724,40,39,15,1,4,0,0
686,29,18,17,1,4,0,0
642,47,18,21,1,4,0,0
539,214,59,37,1,4,0,1
296,482,115,159,1,4,0,1
582,135,44,22,1,4,0,1
587,112,24,26,1,4,0,1
598,92,36,21,1,4,0,1
598,77,20,26,1,4,0,1
591,51,42,22,1,4,0,1
632,16,23,18,1,4,0,1
621,23,16,17,1,4,0,1
727,23,33,18,1,4,0,1
747,13,27,17,1,4,0,2
573,29,33,17,1,4,0,2
548,70,39,23,1,4,0,2
764,104,22,21,1,4,0,2
765,119,22,24,1,4,0,2
737,66,46,15,1,4,0,2
748,57,35,18,1,4,0,2
759,46,33,21,1,4,0,2
715,15,42,20,1,4,0,2
732,2,23,13,1,4,0,2
722,0,22,12,1,4,0,2
637,3,34,15,1,5,0,1
529,237,65,36,1,5,0,1
610,37,19,21,1,5,0,1
754,7,37,16,1,5,0,1
871,265,122,62,1,6,0,1
426,304,128,52,1,6,0,1
1145,633,115,73,1,4,0,2
564,100,55,25,1,6,0,1
761,202,11,29,1,1,0,0
881,203,13,24,1,1,0,0
714,5,6,14,1,1,0,0
666,25,6,10,1,1,0,1
668,40,8,14,1,1,0,1
641,135,7,20,1,1,0,1
840,135,8,20,1,1,0,1
850,117,8,18,1,1,0,1
933,728,22,37,1,1,1,0
427,515,32,39,1,10,0,0
477,409,29,34,1,10,0,1
834,144,19,12,1,10,0,1
831,165,24,14,1,10,0,0
819,204,27,14,1,10,0,1
669,45,7,11,1,10,0,1
819,114,28,16,0,0,0,0
815,98,17,13,1,10,0,0
764,87,44,24,1,4,0,0
740,85,6,18,1,1,0,1
827,187,22,13,1,3,0,0
827,178,25,15,1,3,0,1
899,226,19,17,1,10,0,0
770,45,36,13,1,4,0,2
770,40,36,13,1,4,0,2
679,0,14,11,1,4,1,0
566,55,31,16,1,4,1,2
970,556,74,38,1,7,1,2
965,401,17,32,1,10,1,2
1065,735,24,30,1,1,1,0
825,212,23,15,1,3,0,0
